,logrecno,provider_id,frn,providername,dbaname,holdingcompanyname,hoconum,hocofinal,stateabbr,blockcode,techcode,consumer,maxaddown,maxadup,business
500,2815,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003124,50,1,250,250,1
501,2816,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003123,50,1,250,250,1
502,2817,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003145,50,1,250,250,1
503,2818,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003153,50,1,250,250,1
504,2819,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111004107,50,1,250,250,1
505,2820,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001124,50,1,250,250,1
506,2821,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002067,50,1,250,250,1
507,2822,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002128,50,1,250,250,1
508,2823,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001022,50,1,250,250,1
509,2824,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002025,50,1,250,250,1
510,2825,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002064,50,1,250,250,1
511,2826,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002075,50,1,250,250,1
512,2827,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002082,50,1,250,250,1
513,2828,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002066,50,1,250,250,1
514,2829,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001104,50,1,250,250,1
515,2830,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090103001000,50,1,250,250,1
516,2831,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002002,50,1,250,250,1
517,2832,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002112,50,1,250,250,1
518,2833,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003015,50,1,250,250,1
519,2834,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002106,50,1,250,250,1
520,2835,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002033,50,1,250,250,1
521,2836,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002072,12,1,75,50,1
522,2837,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002072,50,1,250,250,1
523,2838,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002056,50,1,250,250,1
524,2839,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002091,12,1,75,50,1
525,2840,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002091,50,1,250,250,1
526,2841,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002043,50,1,250,250,1
527,2842,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002089,12,1,75,50,1
528,2843,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002089,50,1,250,250,1
529,2844,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002073,50,1,250,250,1
530,2845,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002074,50,1,250,250,1
531,2846,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002070,12,1,75,50,1
532,2847,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002070,50,1,250,250,1
533,2848,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002064,12,1,75,50,1
534,2849,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002064,50,1,250,250,1
535,2850,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002050,50,1,250,250,1
536,2851,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002116,50,1,250,250,1
537,2852,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002125,50,1,250,250,1
538,2853,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003004,50,1,250,250,1
539,2854,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002093,12,1,75,50,1
540,2855,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002093,50,1,250,250,1
541,2856,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002083,12,1,75,50,1
542,2857,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002083,50,1,250,250,1
543,2858,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002084,12,1,75,50,1
544,2859,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002084,50,1,250,250,1
545,2860,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001089,12,1,75,50,1
546,2861,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001089,50,1,250,250,1
547,2862,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001053,50,1,250,250,1
548,2863,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002051,50,1,250,250,1
549,2864,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002057,50,1,250,250,1
550,2865,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002105,50,1,250,250,1
551,2866,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002101,50,1,250,250,1
552,2867,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002113,50,1,250,250,1
553,2868,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002067,50,1,250,250,1
554,2869,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001088,12,1,75,50,1
555,2870,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001088,50,1,250,250,1
556,2871,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002020,50,1,250,250,1
557,2872,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002023,50,1,250,250,1
558,2873,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003008,50,1,250,250,1
559,2874,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002028,50,1,250,250,1
560,2875,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002102,12,1,75,50,1
561,2876,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002102,50,1,250,250,1
562,2877,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002124,50,1,250,250,1
563,2878,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002127,50,1,250,250,1
564,2879,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002037,50,1,250,250,1
565,2880,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002094,12,1,75,50,1
566,2881,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002094,50,1,250,250,1
567,2882,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002086,12,1,75,50,1
568,2883,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002086,50,1,250,250,1
569,2884,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111004052,50,1,250,250,1
570,2885,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111004024,50,1,250,250,1
571,2886,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111004017,50,1,250,250,1
572,2887,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001028,50,1,250,250,1
573,2888,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001029,50,1,250,250,1
574,2889,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001102,12,1,75,50,1
575,2890,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001102,50,1,250,250,1
576,2891,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090103001040,50,1,250,250,1
577,2892,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111004039,50,1,250,250,1
578,2893,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111004129,50,1,250,250,1
579,2894,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003013,50,1,250,250,1
580,2895,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003036,50,1,250,250,1
581,2896,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003033,50,1,250,250,1
582,2897,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001098,50,1,250,250,1
583,2898,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001032,50,1,250,250,1
584,2899,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001048,50,1,250,250,1
585,2900,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001064,50,1,250,250,1
586,2901,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001081,50,1,250,250,1
587,2902,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001103,50,1,250,250,1
588,2903,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001111,50,1,250,250,1
589,2904,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090111001060,50,1,250,250,1
590,2905,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001090,50,1,250,250,1
591,2906,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002079,50,1,250,250,1
592,2907,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090103001007,50,1,250,250,1
593,2908,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002031,50,1,250,250,1
594,2909,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001092,50,1,250,250,1
595,2910,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090103001002,50,1,250,250,1
596,2911,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001108,50,1,250,250,1
597,2912,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002034,50,1,250,250,1
598,2913,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002080,50,1,250,250,1
599,2914,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002084,50,1,250,250,1
600,2915,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002077,50,1,250,250,1
601,2916,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001087,50,1,250,250,1
602,2917,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001093,50,1,250,250,1
603,2918,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001097,50,1,250,250,1
604,2919,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002085,12,1,75,50,1
605,2920,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002085,50,1,250,250,1
606,2921,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002082,12,1,75,50,1
607,2922,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002082,50,1,250,250,1
608,2923,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002080,12,1,75,50,1
609,2924,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002080,50,1,250,250,1
610,2925,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002079,50,1,250,250,1
611,2926,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002077,50,1,250,250,1
612,2927,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002081,12,1,75,50,1
613,2928,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002081,50,1,250,250,1
614,2929,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002085,50,1,250,250,1
615,2930,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002033,50,1,250,250,1
616,2931,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002035,50,1,250,250,1
617,2932,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001058,50,1,250,250,1
618,2933,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001089,50,1,250,250,1
619,2934,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001096,50,1,250,250,1
620,2935,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001085,50,1,250,250,1
621,2936,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002065,12,1,75,50,1
622,2937,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002065,50,1,250,250,1
623,2938,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002026,50,1,250,250,1
624,2939,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002027,50,1,250,250,1
625,2940,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102002070,50,1,250,250,1
626,2941,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090103001004,50,1,250,250,1
627,2942,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001082,50,1,250,250,1
628,2943,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090102001107,50,1,250,250,1
629,2944,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002041,50,1,250,250,1
630,2945,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002019,50,1,250,250,1
631,2946,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001083,12,1,75,50,1
632,2947,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110001083,50,1,250,250,1
633,2948,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110003007,50,1,250,250,1
634,2949,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002068,12,1,75,50,1
635,2950,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002068,50,1,250,250,1
636,2951,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002058,12,1,75,50,1
637,2952,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002058,50,1,250,250,1
638,2953,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002076,50,1,250,250,1
639,2954,69558,0002817500,McDonough Telephone Cooperative,McDonough Telephone Cooperative,McDonough Telephone Cooperative Inc.,130799,McDonough Telephone Cooperative Inc.,IL,171090110002049,50,1,250,250,1
